window_id,rms_vocals,rms_rest,var_db,demucs_ok,error
BZ4zd3idtVY_003,2.65290996e-01,1.17949788e-01,7.0405,1,
BZ4zd3idtVY_004,2.10574327e-01,9.36929235e-02,7.0340,1,
BZ4zd3idtVY_005,1.33393058e-01,6.43201594e-02,6.3357,1,
BgtPMo7NmOs_000,2.06693820e-01,3.43274859e-02,15.5937,1,
BgtPMo7NmOs_001,2.75017244e-01,3.12108036e-02,18.9011,1,
BgtPMo7NmOs_002,1.75014357e-01,1.21678573e-01,3.1572,1,
BgtPMo7NmOs_003,1.33313099e-01,6.52146243e-02,6.2106,1,
Bwm3SWdYJnQ_000,1.63458869e-01,5.95394754e-02,8.7721,1,
Bwm3SWdYJnQ_001,2.00281139e-01,9.20535554e-02,6.7520,1,
Bwm3SWdYJnQ_002,2.01327627e-01,1.23204307e-01,4.2655,1,
Bwm3SWdYJnQ_003,1.36056020e-01,6.46613944e-02,6.4615,1,
CHlnwI3VY6E_000,1.69452400e-01,2.52141723e-02,16.5481,1,
CHlnwI3VY6E_001,1.60319248e-01,6.83595487e-02,7.4037,1,
CHlnwI3VY6E_002,1.52481056e-01,1.83819953e-01,-1.6235,1,
CHlnwI3VY6E_003,2.99184889e-02,2.75741956e-01,-19.2913,1,
CHlnwI3VY6E_004,1.55460370e-01,1.69866049e-01,-0.7697,1,
CHlnwI3VY6E_005,1.84926114e-01,1.36802062e-01,2.6181,1,
CHlnwI3VY6E_006,7.84216434e-04,2.70895974e-01,-50.7673,1,
CHlnwI3VY6E_007,1.02918093e-03,2.55060006e-01,-47.8830,1,
CHlnwI3VY6E_008,1.76317563e-01,7.10153136e-02,7.8989,1,
CHlnwI3VY6E_009,1.32213561e-01,6.40006966e-02,6.3018,1,
CMRF9UwRKpY_000,1.83269162e-01,5.40128211e-02,10.6119,1,
CMRF9UwRKpY_001,9.80199637e-02,1.35304789e-01,-2.8000,1,
CMRF9UwRKpY_002,9.55428326e-02,1.41896405e-01,-3.4355,1,
CMRF9UwRKpY_003,7.20350119e-02,8.01358263e-02,-0.9257,1,
CMRF9UwRKpY_004,1.61419450e-01,1.10872528e-03,43.2626,1,
CMRF9UwRKpY_005,1.73470664e-01,1.16067711e-01,3.4903,1,
CMRF9UwRKpY_006,1.31878793e-01,6.36546762e-02,6.3269,1,
CdhQt9XM4G0_000,1.22465902e-01,4.95301408e-02,7.8629,1,
CdhQt9XM4G0_001,1.11428689e-01,5.83230229e-02,5.6231,1,
CdhQt9XM4G0_002,1.38838266e-01,4.76732166e-02,9.2847,1,
CdhQt9XM4G0_003,1.73863581e-01,1.14237407e-01,3.6480,1,
CdhQt9XM4G0_004,1.31917078e-01,6.34899223e-02,6.3519,1,
CfZWjk-lBJs_000,1.78580221e-01,7.28050127e-02,7.7934,1,
CfZWjk-lBJs_001,1.60808444e-01,4.74710408e-04,50.5976,1,
CfZWjk-lBJs_002,1.50465584e-01,8.61009013e-04,44.8486,1,
CfZWjk-lBJs_003,1.59831630e-01,4.81532620e-04,50.4207,1,
CfZWjk-lBJs_004,1.51663509e-01,3.06336403e-02,13.8936,1,
CfZWjk-lBJs_005,1.59416398e-01,9.36876077e-04,44.6170,1,
CfZWjk-lBJs_006,1.50523603e-01,9.08358260e-04,44.3869,1,
CfZWjk-lBJs_007,1.59935955e-01,4.83997344e-04,50.3821,1,
CfZWjk-lBJs_008,1.51634823e-01,3.05938808e-02,13.9033,1,
CfZWjk-lBJs_009,1.63117062e-01,3.84875407e-02,12.5436,1,
CfZWjk-lBJs_010,1.60282970e-01,1.03257487e-01,3.8193,1,
CfZWjk-lBJs_011,1.77020684e-01,1.14476950e-01,3.7861,1,
CfZWjk-lBJs_012,1.31816592e-01,6.40791730e-02,6.2651,1,
ChuWKGky328_000,1.12458486e-01,6.31715299e-04,45.0094,1,
ChuWKGky328_001,1.43246598e-01,1.30574982e-03,40.8045,1,
ChuWKGky328_002,1.07075330e-01,1.47725517e-03,37.2047,1,
ChuWKGky328_003,9.87695198e-02,2.22102626e-03,32.9614,1,
ChuWKGky328_004,4.24892331e-02,3.11451184e-03,22.6978,1,
ChuWKGky328_005,1.67822293e-01,2.42853165e-03,36.7901,1,
ChuWKGky328_006,9.54615536e-02,5.89830316e-03,24.1820,1,
ChuWKGky328_007,9.30979327e-02,7.36181438e-03,22.0391,1,
ChuWKGky328_008,1.13775817e-01,1.61571660e-01,-3.0463,1,
ChuWKGky328_009,1.16236614e-01,1.55808768e-01,-2.5450,1,
ChuWKGky328_010,7.28233270e-02,1.18425161e-02,15.7765,1,
ChuWKGky328_011,3.34797268e-02,2.27324297e-04,43.3627,1,
Clf5BfnM9Jw_000,4.50701017e-02,3.37520107e-04,42.5118,1,
Clf5BfnM9Jw_001,3.36095958e-02,5.57761227e-04,35.6003,1,
Clf5BfnM9Jw_002,4.54241494e-02,5.38719130e-03,18.5185,1,
Clf5BfnM9Jw_003,4.78155177e-02,1.02521013e-02,13.3751,1,
Clf5BfnM9Jw_004,4.14705668e-02,4.79502242e-03,18.7390,1,
Clf5BfnM9Jw_005,4.60701407e-02,1.00939584e-02,13.1872,1,
Clf5BfnM9Jw_006,4.11149178e-02,1.21046598e-02,10.6209,1,
Clf5BfnM9Jw_007,7.81696077e-02,5.77081627e-03,22.6360,1,
Clf5BfnM9Jw_008,3.33287284e-02,2.26451113e-04,43.3569,1,
D4tcSVKiT5s_000,1.98439592e-01,5.51667941e-02,11.1190,1,
D4tcSVKiT5s_001,1.32530903e-01,6.41948042e-02,6.2963,1,
DJBEpeA9Vrw_000,7.68247746e-02,1.50959078e-02,14.1328,1,
DJBEpeA9Vrw_001,8.20696488e-02,2.84958087e-02,9.1880,1,
DJBEpeA9Vrw_002,8.27485546e-02,3.73672461e-02,6.9054,1,
DJBEpeA9Vrw_003,8.38446819e-02,3.55869140e-02,7.4437,1,
DJBEpeA9Vrw_004,6.56264727e-02,4.44705217e-02,3.3801,1,
DJBEpeA9Vrw_005,1.10274630e-01,4.32478557e-02,8.1302,1,
DJBEpeA9Vrw_006,1.99583612e-01,5.45227403e-02,11.2709,1,
DJBEpeA9Vrw_007,1.95564492e-01,5.96347162e-02,10.3158,1,
DJBEpeA9Vrw_008,1.58004098e-01,8.29947975e-02,5.5923,1,
DJBEpeA9Vrw_009,7.52273409e-02,3.93898058e-02,5.6198,1,
DJBEpeA9Vrw_010,7.34326268e-02,4.19686543e-02,4.8593,1,
DJBEpeA9Vrw_011,1.99542758e-01,5.39364667e-02,11.3631,1,
DJBEpeA9Vrw_012,1.91395100e-01,6.99246559e-02,8.7460,1,
DJBEpeA9Vrw_013,1.29587741e-01,7.71702033e-02,4.5023,1,
DJBEpeA9Vrw_014,7.60248857e-02,2.01363995e-02,11.5395,1,
DJBEpeA9Vrw_015,7.11875082e-02,3.86201074e-02,5.3118,1,
DJBEpeA9Vrw_016,6.85047104e-02,4.44820982e-02,3.7507,1,
DJBEpeA9Vrw_017,6.90240995e-02,3.83873367e-02,5.0963,1,
DJBEpeA9Vrw_018,7.55218411e-02,3.76831162e-02,6.0385,1,
DJBEpeA9Vrw_019,4.65852329e-02,4.59407813e-02,0.1210,1,
DJBEpeA9Vrw_020,6.21798674e-02,4.41477317e-02,2.9748,1,
DJBEpeA9Vrw_021,7.20488654e-02,3.63375552e-04,45.9454,1,
DJBEpeA9Vrw_022,3.33700873e-02,2.39653670e-04,42.8755,1,
DKWM_Jesc2E_000,1.62799160e-01,6.07872031e-02,8.5568,1,
DKWM_Jesc2E_001,1.73835876e-01,1.16077280e-01,3.5078,1,
DKWM_Jesc2E_002,1.32031761e-01,6.33206697e-02,6.3827,1,
DS1XikAPAvI_000,6.25488363e-02,1.14878916e-02,14.7196,1,
DS1XikAPAvI_001,6.04951828e-02,2.28876271e-02,8.4424,1,
DS1XikAPAvI_002,7.55082062e-02,2.42427743e-02,9.8682,1,
DS1XikAPAvI_003,7.04249107e-02,2.49664063e-02,9.0074,1,
DS1XikAPAvI_004,6.57501644e-02,3.41543993e-02,5.6890,1,
DS1XikAPAvI_005,8.58653905e-02,3.52594497e-02,7.7309,1,
DS1XikAPAvI_006,1.05367632e-01,3.32329966e-02,10.0228,1,
DS1XikAPAvI_007,8.88097082e-02,3.31533747e-02,8.5587,1,
DS1XikAPAvI_008,6.99601353e-02,3.46874946e-02,6.0936,1,
DS1XikAPAvI_009,8.81558801e-02,3.26566283e-02,8.6256,1,
DS1XikAPAvI_010,8.26411407e-02,2.48144209e-02,10.4498,1,
DS1XikAPAvI_011,1.18060993e-01,2.26382761e-02,14.3453,1,
DS1XikAPAvI_012,1.18596305e-01,3.04464461e-02,11.8107,1,
DS1XikAPAvI_013,1.32633603e-01,2.57308106e-02,14.2440,1,
DS1XikAPAvI_014,7.36348754e-02,9.57532078e-03,17.7186,1,
DS1XikAPAvI_015,3.37577370e-02,2.24619086e-04,43.5385,1,
DUsvDjI7DQY_000,1.01243274e-02,1.11292489e-02,-0.8220,1,
DUsvDjI7DQY_001,1.06164352e-02,1.10078541e-02,-0.3145,1,
DUsvDjI7DQY_002,7.40970249e-02,7.26442140e-03,20.1720,1,
DUsvDjI7DQY_003,3.45233703e-02,2.40446078e-04,43.1419,1,
DXevfNOda1Y_000,1.80127993e-01,3.36203610e-02,14.5796,1,
DXevfNOda1Y_001,1.06094558e-01,5.00660895e-03,26.5230,1,
DXevfNOda1Y_002,4.75855309e-02,2.90357925e-03,24.2908,1,
DXevfNOda1Y_003,1.81231332e-01,2.54787970e-03,37.0411,1,
DXevfNOda1Y_004,6.35389926e-02,7.44755201e-03,18.6205,1,
DXevfNOda1Y_005,2.07127122e-01,2.98790393e-02,16.8174,1,
DXevfNOda1Y_006,7.71163538e-02,3.85742632e-02,6.0170,1,
DXevfNOda1Y_007,1.74883030e-01,1.16755839e-01,3.5094,1,
DXevfNOda1Y_008,1.32718826e-01,6.41651615e-02,6.3127,1,
DcQSQOjoUvs_000,1.82727913e-01,5.31365544e-02,10.7282,1,
DcQSQOjoUvs_001,1.68017829e-01,4.72247024e-02,11.0237,1,
DcQSQOjoUvs_002,1.90980314e-01,7.66971421e-02,7.9242,1,
DcQSQOjoUvs_003,1.92000322e-01,8.94292589e-02,6.6364,1,
DcQSQOjoUvs_004,1.66696053e-01,1.16297668e-01,3.1271,1,
DcQSQOjoUvs_005,1.60819353e-01,1.20885520e-01,2.4793,1,
DcQSQOjoUvs_006,2.05084368e-01,4.25188845e-02,13.6670,1,
DcQSQOjoUvs_007,1.85258905e-01,1.00878023e-01,5.2797,1,
DcQSQOjoUvs_008,1.84180596e-01,1.02937737e-01,5.0534,1,
DcQSQOjoUvs_009,1.93909584e-01,1.17952868e-01,4.3178,1,
DcQSQOjoUvs_010,1.32372930e-01,6.39694278e-02,6.3165,1,
DlTr0cIV3pI_000,5.20480170e-02,3.93672400e-04,42.4254,1,
DlTr0cIV3pI_001,3.80050325e-02,3.22834600e-04,41.4172,1,
DlTr0cIV3pI_002,3.49170451e-02,6.04369172e-03,15.2347,1,
DlTr0cIV3pI_003,3.74002468e-02,1.07490118e-02,10.8301,1,
DlTr0cIV3pI_004,3.94548360e-02,4.29347178e-04,39.2658,1,
DlTr0cIV3pI_005,8.33463741e-02,1.11739548e-03,37.4536,1,
DlTr0cIV3pI_006,4.02415004e-02,1.48846080e-03,28.6387,1,
DlTr0cIV3pI_007,3.24156803e-02,1.13986484e-03,29.0780,1,
DlTr0cIV3pI_008,3.73526403e-02,6.17250101e-04,35.6372,1,
DlTr0cIV3pI_009,6.70825210e-02,6.86916268e-03,19.7941,1,
DlTr0cIV3pI_010,3.34390389e-02,2.34336524e-04,43.0883,1,
Dx2wTJvIagk_000,1.23592524e-01,1.52190878e-02,18.1921,1,
Dx2wTJvIagk_001,1.35617874e-01,2.27674285e-02,15.5001,1,
Dx2wTJvIagk_002,1.61550456e-01,4.07113403e-02,11.9719,1,
Dx2wTJvIagk_003,1.85063861e-01,4.30658542e-02,12.6638,1,
Dx2wTJvIagk_004,1.64016822e-01,2.60406081e-02,15.9847,1,
Dx2wTJvIagk_005,7.37724231e-02,7.65246960e-03,19.6818,1,
Dx2wTJvIagk_006,3.35884927e-02,2.31784007e-04,43.2221,1,
DxIZchf4AhY_000,1.84871486e-01,2.77554580e-02,16.4704,1,
DxIZchf4AhY_001,2.07303017e-01,5.91727469e-02,10.8897,1,
DxIZchf4AhY_002,1.53836127e-01,8.56734959e-02,5.0842,1,
DxIZchf4AhY_003,1.70825411e-01,8.39976564e-02,6.1657,1,
DxIZchf4AhY_004,1.78848733e-01,8.68438319e-02,6.2749,1,
DxIZchf4AhY_005,1.88184095e-01,7.12716176e-02,8.4333,1,
DxIZchf4AhY_006,1.84561107e-01,3.49754331e-02,14.4475,1,
DxIZchf4AhY_007,1.74904329e-01,3.20581302e-02,14.7372,1,
DxIZchf4AhY_008,1.48074084e-01,4.70776617e-04,49.9533,1,
DxIZchf4AhY_009,1.49602319e-01,5.48404836e-04,48.7167,1,
DxIZchf4AhY_010,1.73919386e-01,1.16429158e-01,3.4857,1,
DxIZchf4AhY_011,1.32369857e-01,6.42549638e-02,6.2776,1,
E38mAVkj75o_000,1.62039951e-01,3.50028429e-02,13.3104,1,
E38mAVkj75o_001,1.65193773e-01,4.98187175e-02,10.4120,1,
E38mAVkj75o_002,1.62974158e-01,5.50617506e-02,9.4254,1,
E38mAVkj75o_003,2.22883179e-01,1.03346046e-01,6.6757,1,
E38mAVkj75o_004,1.84562793e-01,3.10364559e-02,15.4854,1,
E38mAVkj75o_005,1.81945135e-01,2.76746229e-02,16.3572,1,
E38mAVkj75o_006,2.19908774e-01,9.03456227e-04,47.7267,1,
E38mAVkj75o_007,2.19077826e-01,9.45360677e-04,47.3000,1,
E38mAVkj75o_008,1.77534577e-01,1.18545046e-01,3.5080,1,
E38mAVkj75o_009,1.33966622e-01,6.50447402e-02,6.2757,1,
E9t_dwH76xA_000,1.71293430e-01,1.65548929e-02,20.2963,1,
E9t_dwH76xA_001,1.66781756e-01,4.05523637e-02,12.2826,1,
E9t_dwH76xA_002,1.79342769e-01,4.79339705e-02,11.4608,1,
E9t_dwH76xA_003,1.66963750e-01,5.91007541e-02,9.0206,1,
E9t_dwH76xA_004,1.73096775e-01,5.96839090e-02,9.2486,1,
E9t_dwH76xA_005,1.34356640e-01,3.54640457e-02,11.5694,1,
E_-8NpZvgX8_000,1.95331967e-01,4.91869425e-02,11.9785,1,
E_-8NpZvgX8_001,1.85960430e-01,1.09681141e-01,4.5858,1,
E_-8NpZvgX8_002,1.35890423e-01,6.45895174e-02,6.4605,1,
EeylsOcnkV0_000,1.95965122e-01,6.47069152e-02,9.6246,1,
EeylsOcnkV0_001,1.32154732e-01,6.38016884e-02,6.3250,1,
EjuEqBFmEec_000,1.89887736e-01,3.63971865e-02,14.3486,1,
EjuEqBFmEec_001,1.90475137e-01,8.53473202e-02,6.9730,1,
EjuEqBFmEec_002,1.92926586e-01,7.20361215e-02,8.5568,1,
EjuEqBFmEec_003,2.00078206e-01,4.96134117e-02,12.1120,1,
EjuEqBFmEec_004,1.90100030e-01,3.49232918e-02,14.7173,1,
EjuEqBFmEec_005,2.09653993e-01,7.90664915e-02,8.4702,1,
EjuEqBFmEec_006,1.32647241e-01,6.41850572e-02,6.3053,1,
EmrhZY6LBz8_000,1.61865828e-01,7.18431590e-02,7.0554,1,
EmrhZY6LBz8_001,1.64025057e-01,5.20498878e-02,9.9698,1,
EmrhZY6LBz8_002,6.66076753e-02,3.02072310e-03,26.8683,1,
EmrhZY6LBz8_003,3.34985322e-02,2.38318278e-04,42.9574,1,
EsZChyzmWBk_000,5.69939467e-02,5.12136890e-04,40.9289,1,
EsZChyzmWBk_001,7.97266252e-02,7.47584093e-04,40.5589,1,
EsZChyzmWBk_002,5.39131197e-02,1.46456361e-02,11.3197,1,
EsZChyzmWBk_003,7.48262847e-02,1.98856613e-02,11.5103,1,
EsZChyzmWBk_004,6.25685282e-02,2.86019623e-02,6.7992,1,
EsZChyzmWBk_005,7.28318810e-02,4.07410590e-02,5.0458,1,
EsZChyzmWBk_006,7.56044661e-02,4.81513925e-02,3.9188,1,
EsZChyzmWBk_007,6.39902211e-02,5.24789077e-02,1.7226,1,
EsZChyzmWBk_008,6.32167089e-02,4.42441992e-02,3.0995,1,
EsZChyzmWBk_009,7.38845198e-02,7.35594083e-03,20.0383,1,
EsZChyzmWBk_010,3.35890567e-02,2.42998596e-04,42.8119,1,
F38e7ixY4a4_000,1.59856572e-01,3.77876874e-02,12.5276,1,
F38e7ixY4a4_001,1.66114288e-01,4.15014162e-02,12.0469,1,
F38e7ixY4a4_002,1.59777827e-01,2.66075934e-02,15.5702,1,
F38e7ixY4a4_003,1.76822357e-01,5.25280408e-02,10.5429,1,
F38e7ixY4a4_004,1.59104904e-01,5.12364438e-02,9.8421,1,
F38e7ixY4a4_005,1.73638135e-01,1.19551666e-01,3.2418,1,
F38e7ixY4a4_006,1.32085675e-01,6.42760374e-02,6.2561,1,
F8HqdV6ZH6M_000,2.72429867e-01,3.81103062e-02,17.0842,1,
F8HqdV6ZH6M_001,2.61802018e-01,5.35748942e-02,13.7802,1,
F8HqdV6ZH6M_002,2.38917928e-01,1.55716974e-02,23.7183,1,
F8HqdV6ZH6M_003,2.34445036e-01,2.17418131e-03,40.6549,1,
F8HqdV6ZH6M_004,2.19802280e-01,1.46975870e-03,43.4957,1,
F8HqdV6ZH6M_005,2.15325538e-01,1.44802641e-03,43.4464,1,
F8HqdV6ZH6M_006,2.09792743e-01,1.37337882e-03,43.6800,1,
FQbcVgnA-Iw_000,1.44603420e-01,1.56672031e-03,39.3037,1,
FQbcVgnA-Iw_001,1.79064337e-01,5.08782963e-02,10.9295,1,
FQbcVgnA-Iw_002,1.91570471e-01,1.17980795e-01,4.2103,1,
FQbcVgnA-Iw_003,1.32118375e-01,6.41669464e-02,6.2730,1,
G1CmViCBoyE_000,7.30957716e-02,6.10999029e-03,21.5570,1,
G1CmViCBoyE_001,7.48657958e-02,6.52539575e-04,41.1935,1,
G1CmViCBoyE_002,4.26414402e-02,3.21796923e-04,42.4450,1,
G1CmViCBoyE_003,3.80068367e-02,2.61313860e-04,43.2540,1,
G4HXoD0Za0U_000,1.04775343e-01,9.46556143e-04,40.8823,1,
G4HXoD0Za0U_001,1.10341038e-01,1.23898406e-03,38.9934,1,
G4HXoD0Za0U_002,1.42601971e-01,1.17796822e-03,41.6598,1,
G4HXoD0Za0U_003,1.30738336e-01,1.71028412e-03,37.6667,1,
G4HXoD0Za0U_004,1.27672130e-01,9.91033137e-04,42.2002,1,
G4HXoD0Za0U_005,1.63035545e-01,1.18670338e-03,42.7588,1,
G4HXoD0Za0U_006,8.20904537e-02,2.12625935e-03,31.7335,1,
G4HXoD0Za0U_007,1.13426156e-01,1.96491519e-03,35.2274,1,
G4HXoD0Za0U_008,1.12426562e-01,1.33777619e-03,38.4897,1,
G4HXoD0Za0U_009,1.18971352e-01,8.19536005e-03,23.2375,1,
G4HXoD0Za0U_010,1.05613728e-01,1.62930063e-02,16.2344,1,
G4HXoD0Za0U_011,1.18366375e-01,1.91356582e-02,15.8277,1,
G4HXoD0Za0U_012,1.14123138e-01,2.35227594e-02,13.7177,1,
G4HXoD0Za0U_013,1.43198831e-01,2.28430227e-02,15.9437,1,
G4HXoD0Za0U_014,1.29903476e-01,2.11587126e-02,15.7626,1,
G4HXoD0Za0U_015,1.16203191e-01,1.86849321e-02,15.8745,1,
G4HXoD0Za0U_016,1.22195206e-01,2.09260900e-02,15.3273,1,
G4HXoD0Za0U_017,1.18007688e-01,2.32040421e-02,14.1269,1,
G4HXoD0Za0U_018,1.04343009e-01,1.39311790e-02,17.4895,1,
G4HXoD0Za0U_019,1.00498619e-01,1.74114231e-03,35.2265,1,
G4HXoD0Za0U_020,7.28437346e-02,6.77137778e-03,20.6343,1,
G4HXoD0Za0U_021,3.35678088e-02,2.36407253e-04,43.0452,1,
GEIQJZJwm1k_000,5.00391557e-02,1.00069404e-02,13.9802,1,
GEIQJZJwm1k_001,5.03140291e-02,6.89235724e-03,17.2664,1,
GEIQJZJwm1k_002,3.90023788e-02,3.71123193e-04,40.4315,1,
GEIQJZJwm1k_003,3.89144844e-02,2.74432253e-03,23.0335,1,
GEIQJZJwm1k_004,4.15436908e-02,4.26726515e-04,39.7671,1,
GEIQJZJwm1k_005,5.17349468e-02,1.55106388e-02,10.4631,1,
GEIQJZJwm1k_006,1.10154984e-01,3.44540999e-02,10.0953,1,
GEIQJZJwm1k_007,1.96246660e-01,5.06607020e-02,11.7626,1,
GEIQJZJwm1k_008,1.71254747e-01,5.28597761e-02,10.2103,1,
GEIQJZJwm1k_009,1.77495610e-01,9.33839357e-02,5.5783,1,
GEIQJZJwm1k_010,1.32251806e-01,6.39344729e-02,6.3133,1,
GFVh0R4C_Bw_000,1.57249686e-01,2.67759749e-02,15.3769,1,
GFVh0R4C_Bw_001,1.52857827e-01,4.03941443e-02,11.5594,1,
GFVh0R4C_Bw_002,2.27544514e-01,1.16233598e-03,45.8347,1,
GFVh0R4C_Bw_003,2.90491359e-01,2.19420074e-03,42.4371,1,
GFVh0R4C_Bw_004,1.78379728e-01,1.17528685e-01,3.6240,1,
GFVh0R4C_Bw_005,1.32666989e-01,6.48083868e-02,6.2226,1,
GMkEvBXdQvQ_000,7.30637649e-02,6.48227064e-03,21.0395,1,
GMkEvBXdQvQ_001,8.00109491e-02,4.61840031e-04,44.7732,1,
GMkEvBXdQvQ_002,5.25389063e-02,1.74048537e-02,9.5962,1,
GMkEvBXdQvQ_003,2.11942473e-02,9.69386562e-05,46.7944,1,
GMkEvBXdQvQ_004,5.90321670e-02,1.19822729e-03,33.8510,1,
GMkEvBXdQvQ_005,5.06353054e-02,3.84864438e-04,42.3829,1,
GMkEvBXdQvQ_006,2.86700569e-02,1.96035873e-04,43.3019,1,
GQvPGbh4Wcs_000,7.27041995e-02,7.40474896e-03,19.8410,1,
GQvPGbh4Wcs_001,1.16269715e-01,8.01998920e-04,43.2259,1,
GQvPGbh4Wcs_002,8.16725460e-02,6.51034991e-04,41.9694,1,
GQvPGbh4Wcs_003,7.24514908e-02,4.62508245e-04,43.8986,1,
GQvPGbh4Wcs_004,6.18579858e-02,4.19837103e-04,43.3663,1,
GQvPGbh4Wcs_005,2.84650610e-02,1.85389724e-04,43.7245,1,
GVMVx2z4_2w_000,2.07414226e-01,5.51462437e-02,11.5065,1,
GVMVx2z4_2w_001,1.91324847e-01,1.10902953e-01,4.7366,1,
GVMVx2z4_2w_002,1.34286496e-01,6.46642464e-02,6.3474,1,
GjammNDiAvI_000,1.85303867e-01,4.70352344e-02,11.9092,1,
GjammNDiAvI_001,1.63345959e-01,5.13282151e-02,10.0550,1,
GjammNDiAvI_002,1.84552676e-01,4.19599895e-02,12.8657,1,
GjammNDiAvI_003,1.87269873e-01,7.32029249e-02,8.1588,1,
GjammNDiAvI_004,1.32261423e-01,6.39431779e-02,6.3128,1,
Gv-5FWKl3Is_000,1.64243618e-01,3.01585715e-03,34.7216,1,
Gv-5FWKl3Is_001,1.61899153e-01,5.70244725e-03,29.0637,1,
Gv-5FWKl3Is_002,3.73561728e-02,5.10180591e-02,-2.7072,1,
Gv-5FWKl3Is_003,1.86996650e-01,1.09604788e-01,4.6401,1,
Gv-5FWKl3Is_004,1.32761862e-01,6.41594994e-02,6.3162,1,
GyF3MkvI5_Q_000,8.03650084e-02,1.57675217e-03,34.1461,1,
GyF3MkvI5_Q_001,1.22642388e-01,8.94036864e-04,42.7457,1,
GyF3MkvI5_Q_002,1.21923806e-01,9.25925118e-04,42.3903,1,
GyF3MkvI5_Q_003,7.33687966e-02,3.65536833e-04,46.0516,1,
GyF3MkvI5_Q_004,7.34862631e-02,1.42096461e-03,34.2725,1,
GyF3MkvI5_Q_005,1.11453602e-01,1.96519559e-03,35.0738,1,
GyF3MkvI5_Q_006,1.19923208e-01,6.49559656e-04,45.3257,1,
GyF3MkvI5_Q_007,1.24527577e-01,1.45846824e-02,18.6274,1,
GyF3MkvI5_Q_008,1.12523500e-01,1.96678527e-02,15.1497,1,
GyF3MkvI5_Q_009,9.25923536e-02,2.56551018e-02,11.1480,1,
GyF3MkvI5_Q_010,1.15103971e-01,2.19379258e-02,14.3979,1,
GyF3MkvI5_Q_011,1.19864495e-01,2.86151362e-02,12.4419,1,
GyF3MkvI5_Q_012,1.14059395e-01,2.70412277e-02,12.5021,1,
GyF3MkvI5_Q_013,8.49496539e-02,2.22811181e-02,11.6245,1,
GyF3MkvI5_Q_014,1.02591721e-01,2.36885475e-02,12.7315,1,
GyF3MkvI5_Q_015,1.14759927e-01,2.36135300e-02,13.7326,1,
GyF3MkvI5_Q_016,7.42372434e-02,6.19859896e-03,21.5666,1,
GyF3MkvI5_Q_017,3.35829328e-02,2.39947044e-04,42.9201,1,
H76OGYLhQ3k_000,2.32116110e-01,1.57919938e-02,23.3454,1,
H76OGYLhQ3k_001,2.32342472e-01,3.63419843e-02,16.1144,1,
H76OGYLhQ3k_002,2.35433405e-01,3.90721209e-02,15.6000,1,
H76OGYLhQ3k_003,1.81720585e-01,6.00870604e-02,9.6125,1,
H76OGYLhQ3k_004,1.61042962e-01,7.01504254e-02,7.2182,1,
H76OGYLhQ3k_005,1.34518197e-01,3.49644487e-02,11.7031,1,
H8P8xQmhwNc_000,2.54687647e-01,9.06827478e-02,8.9697,1,
H8P8xQmhwNc_001,2.20586387e-01,2.92132553e-02,17.5600,1,
H8P8xQmhwNc_002,1.33891556e-01,4.19512877e-02,10.0802,1,
HWBsd3FAzc0_000,1.41342642e-01,3.71730314e-02,11.6009,1,
HWBsd3FAzc0_001,1.65123520e-01,3.57766808e-02,13.2842,1,
HWBsd3FAzc0_002,1.58290029e-01,4.62423096e-02,10.6883,1,
HWBsd3FAzc0_003,1.57332621e-01,6.87944582e-02,7.1853,1,
HWBsd3FAzc0_004,1.66801596e-01,7.12909997e-02,7.3833,1,
HWBsd3FAzc0_005,1.37974265e-01,3.82647931e-02,11.1400,1,
HWBsd3FAzc0_006,1.68879611e-01,3.58991047e-02,13.4499,1,
HWBsd3FAzc0_007,1.81721040e-01,9.46169556e-02,5.6687,1,
HWBsd3FAzc0_008,1.34430220e-01,4.44936906e-02,9.6040,1,
HaFoIJ9r5BA_000,1.72725470e-01,2.25438010e-02,17.6866,1,
HaFoIJ9r5BA_001,1.96088734e-01,4.73256152e-02,12.3471,1,
HaFoIJ9r5BA_002,1.98118911e-01,4.36134078e-02,13.1461,1,
HaFoIJ9r5BA_003,1.78223543e-01,5.75273057e-02,9.8218,1,
HaFoIJ9r5BA_004,1.99900466e-01,5.73550966e-02,10.8448,1,
HaFoIJ9r5BA_005,1.98455872e-01,6.01321340e-02,10.3711,1,
HaFoIJ9r5BA_006,1.35437283e-01,3.10731048e-02,12.7871,1,
HudUFSsgtdY_000,1.67014762e-01,5.91385533e-02,9.0177,1,
HudUFSsgtdY_001,1.69391525e-01,6.17989127e-02,8.7582,1,
HudUFSsgtdY_002,1.56401425e-01,4.49281131e-02,10.8345,1,
HudUFSsgtdY_003,1.79040716e-01,4.21229365e-02,12.5687,1,
HudUFSsgtdY_004,1.77719751e-01,1.16415186e-01,3.6745,1,
HudUFSsgtdY_005,1.31903206e-01,6.41343943e-02,6.2633,1,
HvzKA_f6270_000,1.39434480e-01,1.17882454e-03,41.4584,1,
HvzKA_f6270_001,7.90099561e-02,1.65749830e-02,13.5646,1,
HvzKA_f6270_002,9.24754104e-02,1.61334736e-02,15.1660,1,
HvzKA_f6270_003,9.61334496e-02,1.69991396e-02,15.0490,1,
HvzKA_f6270_004,1.02843508e-01,1.54002633e-02,16.4930,1,
HvzKA_f6270_005,8.95912345e-02,1.25470369e-02,17.0745,1,
