scheme,description,Rf,Rc,delta,rate_effect,composition_effect,rate_plus_composition,delta_pp,rate_effect_pp,composition_effect_pp,is_primary,abs_sum_minus_delta
film_weights_rate_ref,rate=Σ wf(rf−rc); composition=Σ rc(wf−wc); primary,0.7755453121898502,0.8613516394934602,-0.08580632730360993,-0.08264698370038619,-0.003159343603223841,-0.08580632730361003,-8.580632730360993,-8.26469837003862,-0.3159343603223841,True,9.71445146547012e-17
contemporary_weights_rate_ref,rate=Σ wc(rf−rc); composition=Σ rf(wf−wc); contrast,0.7755453121898502,0.8613516394934602,-0.08580632730360993,-0.10031912042926386,0.014512793125653829,-0.08580632730361003,-8.580632730360993,-10.031912042926386,1.451279312565383,False,9.71445146547012e-17
