scheme,bin,wf,wc,rf,rc,rate_contrib,comp_contrib
film_weights_rate_ref_by_bin,<5,0.04411018724774487,0.054823135796690674,0.532,0.7675889328063241,-0.01039187193958334,-0.00822314074389437
film_weights_rate_ref_by_bin,5-10,0.39357314571800356,0.2801050523961828,0.8010647240123284,0.8524879316747123,-0.020238793602594552,0.09673018018699223
film_weights_rate_ref_by_bin,10-15,0.2974570477051675,0.28884208336583717,0.8282049380885297,0.8598007442083784,-0.009398395208275056,0.007407152750284871
film_weights_rate_ref_by_bin,15-20,0.1264197966520368,0.1462672595366253,0.7545359385903698,0.8631111111111112,-0.013726051231531932,-0.01713056574305374
film_weights_rate_ref_by_bin,>20,0.13843982267704727,0.2299624689046641,0.6866337422335511,0.895329991330896,-0.028891871718401307,-0.08194297005355283
